sample,chr,event,gene_name
500kb,chrX,HETD,"['SSX4' 'SSX2' 'FOXO4' 'IRS4' 'DCAF12L2' 'ZRSR2' 'EIF1AX' 'FAM47C' 'DDX3X'
 'ARAF' 'SSX1' 'WAS' 'GATA1' 'TFE3' 'SMC1A' 'AMER1' 'MED12' 'NONO' 'ZMYM3'
 'BTK' 'ELF4' 'PHF6' 'ATP2B3' 'TMSB4X' 'BCOR' 'USP9X' 'KDM5C' 'MSN' 'AR'
 'SEPT6' 'STAG2' 'GPC3' 'KDM6A' 'RBM10' 'ATRX' 'BCORL1']"
1000kb,chr1,GAIN,"['S100A7' 'TPM3' 'NTRK1' 'FCRL4' 'FCGR2B' 'PRRX1' 'TPR' 'ELF3' 'BTG2'
 'MDM4' 'ELK4' 'SLC45A3' 'H3F3A' 'LMNA' 'PRCC' 'SDHC' 'DDR2' 'ABL2'
 'CDC73' 'PTPRC' 'MUC1' 'PBX1' 'ASPM']"
1000kb,chr1,HETD,"['NRAS' 'RBM15' 'TENT5C' 'SETDB1' 'MLLT11' 'TRIM33' 'NOTCH2' 'BCL9' 'ARNT'
 'ATP1A1' 'PDE4DIP' 'FH' 'AKT3' 'RGS7']"
1000kb,chr19,HETD,"['CD209' 'LYL1' 'CEBPA' 'BCL3' 'BCL2L12' 'TFPT' 'TCF3' 'GNA11' 'MAP2K2'
 'SH3GL1' 'MLLT1' 'KEAP1' 'CALR' 'PRKACA' 'DNAJB1' 'BRD4' 'TPM4' 'PIK3R2'
 'ZNF429' 'CCNE1' 'CD79A' 'CIC' 'CBLC' 'BAX' 'POLD1' 'KLK2' 'PPP2R1A'
 'ZNF331' 'CNOT3' 'STK11' 'VAV1' 'MUC16' 'DNM2' 'SMARCA4' 'CRTC1' 'ELL'
 'CEP89' 'LSM14A' 'AKT2' 'ERCC2' 'ARHGAP35' 'JAK3']"
1000kb,chr21,AMP,['OLIG2' 'TMPRSS2' 'U2AF1' 'ERG' 'RUNX1']
1000kb,chr22,GAIN,"['SEPT5' 'APOBEC3B' 'DGCR8' 'LZTR1' 'SMARCB1' 'EWSR1' 'ISX' 'PDGFB'
 'CLTCL1' 'MAPK1' 'BCR' 'MN1' 'CHEK2' 'ZNRF3' 'NF2' 'PATZ1' 'MYH9' 'MRTFA'
 'EP300']"
1000kb,chr4,HETD,['CASP3' 'FAT1']
1000kb,chr5,AMP,"['TERT' 'GOLPH3' 'SUB1' 'IL7R' 'RAD17' 'PDGFRB' 'CD74' 'PWWP2A' 'NPM1'
 'FGFR4' 'CDH10' 'LIFR' 'RICTOR' 'IL6ST' 'MAP3K1' 'PIK3R1' 'RASA1' 'APC'
 'ACSL6' 'AFF4' 'RAD50' 'CTNNA1' 'ARHGAP26' 'CSF1R' 'ITK' 'EBF1' 'TLX3'
 'FLT4' 'CTNND2' 'DROSHA' 'NSD1']"
1000kb,chrX,HETD,"['SSX4' 'SSX2' 'FOXO4' 'IRS4' 'DCAF12L2' 'ZRSR2' 'EIF1AX' 'FAM47C' 'DDX3X'
 'ARAF' 'SSX1' 'WAS' 'GATA1' 'TFE3' 'SMC1A' 'AMER1' 'MED12' 'NONO' 'ZMYM3'
 'BTK' 'ELF4' 'PHF6' 'ATP2B3' 'TMSB4X' 'BCOR' 'USP9X' 'KDM5C' 'MSN' 'AR'
 'SEPT6' 'STAG2' 'GPC3' 'KDM6A' 'RBM10' 'ATRX' 'BCORL1']"
50kb,chr1,GAIN,"['SKI' 'TNFRSF14' 'RPL22' 'CAMTA1' 'PRDM16' 'ID3' 'CASP9' 'MTOR' 'PRDM2'
 'SPEN' 'ARHGEF10L' 'SDHB' 'PAX7' 'MDS2' 'CSF3R' 'MYCL' 'MPL' 'MUTYH'
 'PIK3R3' 'STIL' 'TAL1' 'BCL10' 'FUBP1' 'BCL9' 'PDE4DIP' 'S100A7' 'NTRK1'
 'FCRL4' 'FCGR2B' 'PRRX1' 'PRCC' 'SDHC' 'DDR2' 'ABL2' 'PBX1' 'ELF3' 'BTG2'
 'MDM4' 'ELK4' 'SLC45A3' 'PTPRC' 'H3F3A']"
50kb,chr1,HETD,"['ARID1A' 'LCK' 'SFPQ' 'THRAP3' 'NRAS' 'RBM15' 'TENT5C' 'TRIM33' 'NOTCH2'
 'ATP1A1' 'SETDB1' 'MLLT11' 'ARNT' 'TPM3' 'LMNA' 'MUC1']"
50kb,chr10,GAIN,"['RET' 'NCOA4' 'PRF1' 'NUTM2B' 'NUTM2D' 'BMPR1A' 'PTEN' 'FAS' 'TLX1'
 'CYP2C8' 'FGFR2']"
50kb,chr10,HETD,['TET1' 'CPEB3' 'NFKB2' 'SUFU' 'NT5C2']
50kb,chr11,GAIN,"['MYOD1' 'MUC6' 'NUP98' 'CARS' 'LMO1' 'RRAS2' 'LMO2' 'CREB3L1' 'FEN1'
 'CLP1' 'SDHAF2' 'CTNND1' 'CCND1' 'FADD' 'NUMA1' 'EED' 'PICALM' 'SDHD'
 'PAFAH1B2' 'POU2AF1' 'ZBTB16' 'KCNJ5' 'ARHGEF12' 'FLI1']"
50kb,chr11,HETD,['HRAS' 'DDB2' 'MEN1' 'MALAT1' 'BCL9L' 'FOXR1' 'CBL' 'DDX6' 'KMT2A']
50kb,chr12,GAIN,"['KDM5A' 'CCND2' 'ERC1' 'CDKN1B' 'ETV6' 'COL2A1' 'ACVR1B' 'HOXC13'
 'HOXC11' 'LRIG3' 'WIF1' 'HMGA2' 'CHST11' 'NCOR2']"
50kb,chr12,HETD,"['CHD4' 'PTPN6' 'ZNF384' 'PRPF40B' 'SMARCD1' 'ATF1' 'KMT2D' 'NAB2' 'GLI1'
 'DDIT3' 'NACA' 'STAT6' 'CDK4' 'ERBB3' 'SETD1B' 'ZCCHC8' 'HNF1A' 'BCL7A'
 'CLIP1']"
50kb,chr13,GAIN,['CYSLTR2' 'LHFPL6' 'FOXO1' 'RB1' 'LCP1']
50kb,chr14,GAIN,"['CCNB1IP1' 'SIX1' 'HIF1A' 'KTN1' 'MAX' 'RAD51B' 'GPHN' 'TCL1A' 'DICER1'
 'GOLGA5' 'BCL11B' 'AKT1']"
50kb,chr14,HETD,['HSP90AA1']
50kb,chr15,GAIN,"['BUB1B' 'KNSTRN' 'C15orf65' 'USP8' 'TCF12' 'MYO5A' 'PML' 'POLG' 'MAP2K1'
 'NTRK3' 'SMAD3' 'CHD2']"
50kb,chr15,HETD,['RAD51' 'KNL1' 'FES' 'IDH2' 'BLM' 'CRTC3']
50kb,chr16,GAIN,['IL21R' 'CBFB' 'MAF' 'CBFA2T3']
50kb,chr16,HETD,"['NTHL1' 'AXIN1' 'TSC2' 'TRAF7' 'CREBBP' 'FUS' 'CDH11' 'CTCF' 'CDH1'
 'FANCA']"
50kb,chr17,GAIN,"['RAD51D' 'NF1' 'SUZ12' 'TAF15' 'CCR7' 'SMARCE1' 'COL1A1' 'KAT7' 'SPOP'
 'RNF43' 'HLF' 'MSI2' 'CD79B' 'DDX5' 'BRIP1' 'AXIN2' 'CANT1' 'SEPT9'
 'RNF213']"
50kb,chr17,HETD,"['YWHAE' 'USP6' 'RABEP1' 'POLR2A' 'TP53' 'PER1' 'MLLT6' 'LASP1' 'CDK12'
 'RARA' 'ERBB2' 'IKZF3' 'ETV4' 'STAT3' 'STAT5B' 'BRCA1' 'PPM1D' 'CLTC'
 'RAD51C' 'H3F3B' 'SRSF2' 'ASPSCR1']"
50kb,chr18,GAIN,['SMAD4' 'SETBP1' 'SMAD2' 'DCC' 'MALT1']
50kb,chr19,GAIN,['CEBPA' 'CCNE1' 'CEP89' 'LSM14A' 'CD79A' 'CIC']
50kb,chr19,HETD,"['FSTL3' 'CD209' 'LYL1' 'TCF3' 'GNA11' 'MAP2K2' 'SH3GL1' 'MLLT1' 'KEAP1'
 'CALR' 'PRKACA' 'DNAJB1' 'BRD4' 'TPM4' 'PIK3R2' 'ZNF429' 'STK11' 'VAV1'
 'MUC16' 'DNM2' 'SMARCA4' 'CRTC1' 'ELL' 'JAK3' 'AKT2' 'BCL3' 'BCL2L12'
 'CBLC' 'BAX' 'ERCC2' 'ARHGAP35' 'TFPT' 'PPP2R1A' 'ZNF331' 'CNOT3']"
50kb,chr2,GAIN,"['ALK' 'PCBP1' 'DCTN1' 'TMEM127' 'RANBP2' 'RGPD3' 'AFF3' 'HOXD11' 'HOXD13'
 'NFE2L2' 'CASP8' 'SF3B1' 'CD28' 'FEV' 'ACKR3']"
50kb,chr2,HETD,['BIRC6']
50kb,chr20,GAIN,"['SIRPA' 'CRNKL1' 'ASXL1' 'MAFB' 'TOP1' 'SDC4' 'SALL4' 'SS18L1' 'PTK6'
 'SRC' 'PLCG1' 'NFATC2' 'GNAS' 'PTPRT']"
50kb,chr21,HLAMP3,['OLIG2' 'TMPRSS2' 'U2AF1' 'ERG' 'RUNX1']
50kb,chr22,GAIN,"['SEPT5' 'DGCR8' 'LZTR1' 'SMARCB1' 'EWSR1' 'CLTCL1' 'MAPK1' 'BCR' 'MN1'
 'CHEK2' 'ZNRF3' 'NF2' 'APOBEC3B' 'ISX' 'PDGFB' 'MYH9']"
50kb,chr22,HETD,['PATZ1' 'MRTFA' 'EP300']
50kb,chr3,GAIN,"['RAF1' 'PPARG' 'XPC' 'FBLN2' 'MLH1' 'CTNNB1' 'MYD88' 'BAP1' 'PBRM1'
 'CACNA1D' 'FHIT' 'GATA2' 'RPN1' 'CNBP' 'POLQ' 'FOXL2' 'PIK3CB' 'ATR'
 'GMPS' 'MLF1' 'EIF4A2' 'ETV5' 'BCL6' 'LPP' 'TP63']"
50kb,chr3,HETD,['NCKIPSD' 'RHOA' 'SETD2' 'STAG1']
50kb,chr4,HETD,['N4BP2' 'RHOH' 'FAT1']
50kb,chr5,HLAMP2,['CDH10']
50kb,chr5,HLAMP3,"['SDHA' 'TERT' 'CTNND2' 'GOLPH3' 'SUB1' 'IL7R' 'RAD17' 'PDGFRB' 'CD74'
 'PWWP2A' 'NPM1' 'FGFR4' 'LIFR' 'RICTOR' 'IL6ST' 'MAP3K1' 'PIK3R1' 'RASA1'
 'APC' 'ACSL6' 'AFF4' 'RAD50' 'CTNNA1' 'ARHGAP26' 'CSF1R' 'ITK' 'EBF1'
 'TLX3' 'FLT4' 'DROSHA' 'NSD1']"
50kb,chr6,GAIN,"['IRF4' 'HLA-A' 'HMGA1' 'FANCE' 'CDKN1A' 'SRSF3' 'PIM1' 'TFEB' 'CCND3'
 'NFKBIE' 'HSP90AB1']"
50kb,chr6,HETD,['DAXX' 'POU5F1' 'QKI']
50kb,chr7,GAIN,['IKZF1' 'EGFR']
50kb,chr7,HETD,"['PMS2' 'RAC1' 'TNRC18' 'ETV1' 'ZNF479' 'SBDS' 'ELN' 'GTF2I' 'HIP1'
 'TRRAP']"
50kb,chr8,GAIN,['CHCHD7' 'PLAG1' 'MYC' 'RECQL4' 'NDRG1' 'PLEC' 'FAM135B']
50kb,chr9,GAIN,"['OMD' 'PTCH1' 'XPA' 'NR4A3' 'SYK' 'WNK2' 'FANCC' 'TNC' 'CNTRL' 'PPP6C'
 'RALGDS' 'BRD3' 'NOTCH1' 'ABL1' 'NUP214' 'TSC1' 'RXRA' 'FNBP1']"
50kb,chr9,HETD,['SET']
50kb,chrX,HETD,"['SSX4' 'SSX2' 'FOXO4' 'IRS4' 'DCAF12L2' 'ZRSR2' 'EIF1AX' 'FAM47C' 'DDX3X'
 'ARAF' 'SSX1' 'WAS' 'GATA1' 'TFE3' 'SMC1A' 'AMER1' 'MED12' 'NONO' 'ZMYM3'
 'BTK' 'ELF4' 'PHF6' 'ATP2B3' 'FLNA' 'MTCP1' 'TMSB4X' 'BCOR' 'USP9X'
 'KDM5C' 'MSN' 'AR' 'SEPT6' 'STAG2' 'GPC3' 'RPL10' 'KDM6A' 'RBM10' 'ATRX'
 'BCORL1']"
