sample,chr,event,gene_name
MMS,chr3,HETD,['NCKIPSD' 'RHOA' 'SETD2' 'STAG1']
MMS,chr4,HETD,['N4BP2' 'RHOH' 'FAT1']
MMS,chr5,HLAMP2,['CDH10']
MMS,chr5,HLAMP3,"['SDHA' 'TERT' 'CTNND2' 'GOLPH3' 'SUB1' 'IL7R' 'RAD17' 'PDGFRB' 'CD74'
 'PWWP2A' 'NPM1' 'FGFR4' 'LIFR' 'RICTOR' 'IL6ST' 'MAP3K1' 'PIK3R1' 'RASA1'
 'APC' 'ACSL6' 'AFF4' 'RAD50' 'CTNNA1' 'ARHGAP26' 'CSF1R' 'ITK' 'EBF1'
 'TLX3' 'FLT4' 'DROSHA' 'NSD1']"
MMS,chr6,GAIN,"['IRF4' 'HLA-A' 'HMGA1' 'FANCE' 'CDKN1A' 'SRSF3' 'PIM1' 'TFEB' 'CCND3'
 'NFKBIE' 'HSP90AB1']"
MMS,chr6,HETD,['DAXX' 'POU5F1' 'QKI']
MMS,chr7,GAIN,['IKZF1' 'EGFR']
MMS,chr7,HETD,"['PMS2' 'RAC1' 'TNRC18' 'ETV1' 'ZNF479' 'SBDS' 'ELN' 'GTF2I' 'HIP1'
 'TRRAP']"
MMS,chr8,GAIN,['CHCHD7' 'PLAG1' 'MYC' 'RECQL4' 'NDRG1' 'PLEC' 'FAM135B']
MMS,chr9,GAIN,"['OMD' 'PTCH1' 'XPA' 'NR4A3' 'SYK' 'WNK2' 'FANCC' 'TNC' 'CNTRL' 'PPP6C'
 'RALGDS' 'BRD3' 'NOTCH1' 'ABL1' 'NUP214' 'TSC1' 'RXRA' 'FNBP1']"
MMS,chr9,HETD,['SET']
MMS,chrX,HETD,"['SSX4' 'SSX2' 'FOXO4' 'IRS4' 'DCAF12L2' 'ZRSR2' 'EIF1AX' 'FAM47C' 'DDX3X'
 'ARAF' 'SSX1' 'WAS' 'GATA1' 'TFE3' 'SMC1A' 'AMER1' 'MED12' 'NONO' 'ZMYM3'
 'BTK' 'ELF4' 'PHF6' 'ATP2B3' 'FLNA' 'MTCP1' 'TMSB4X' 'BCOR' 'USP9X'
 'KDM5C' 'MSN' 'AR' 'SEPT6' 'STAG2' 'GPC3' 'RPL10' 'KDM6A' 'RBM10' 'ATRX'
 'BCORL1']"
