sample,chr,event,gene_name
MMS,chr22,GAIN,['SEPT5' 'DGCR8' 'CLTCL1' 'BCR' 'MN1' 'EWSR1' 'ZNRF3' 'NF2' 'ISX']
MMS,chr22,HETD,['CHEK2' 'PATZ1' 'MYH9']
MMS,chr3,GAIN,"['SRGAP3' 'RAF1' 'PPARG' 'XPC' 'FBLN2' 'TGFBR2' 'CTNNB1' 'MYD88' 'BAP1'
 'CACNA1D' 'FHIT' 'GATA2' 'RPN1' 'EIF4A2' 'ETV5' 'BCL6' 'LPP' 'TP63']"
MMS,chr3,HETD,"['VHL' 'FANCD2' 'TGFBR2' 'RHOA' 'CNBP' 'STAG1' 'FOXL2' 'PIK3CB' 'TBL1XR1'
 'TFRC']"
MMS,chr4,GAIN,['RAP1GDS1' 'IL2' 'FBXW7']
MMS,chr4,HETD,['N4BP2' 'FAT1']
MMS,chr5,HLAMP,['CDH10' 'MAP3K1' 'RAD17' 'AFF4' 'FGFR4' 'NSD1']
MMS,chr5,HLAMP2,"['SDHA' 'TERT' 'CTNND2' 'GOLPH3' 'SUB1' 'IL7R' 'LIFR' 'RICTOR' 'IL6ST'
 'DROSHA' 'PIK3R1' 'RASA1' 'APC' 'CTNNA1' 'ARHGAP26' 'CSF1R' 'ITK'
 'PWWP2A' 'FLT4']"
MMS,chr5,HLAMP3,['ACSL6' 'RAD50' 'PDGFRB' 'CD74' 'CSF1R' 'EBF1' 'NPM1' 'TLX3']
MMS,chr6,GAIN,"['IRF4' 'HLA-A' 'POU5F1' 'FANCE' 'CDKN1A' 'TFEB' 'NFKBIE' 'HSP90AB1'
 'PRDM1' 'ROS1' 'GOPC' 'MYB' 'TNFAIP3' 'EZR' 'ARID1B']"
MMS,chr6,HETD,['HIST1H3B' 'DAXX' 'HMGA1' 'SRSF3' 'CCND3' 'CCNC' 'LATS1' 'ARID1B' 'QKI']
MMS,chr7,GAIN,['SFRP4' 'IKZF1' 'EGFR' 'ELN' 'SND1' 'FAM131B']
MMS,chr7,HETD,['PMS2' 'RAC1' 'TNRC18' 'ETV1' 'ELN' 'GTF2I' 'HIP1' 'CNTNAP2' 'MNX1']
MMS,chr8,GAIN,"['LEPROTL1' 'CHCHD7' 'PLAG1' 'PABPC1' 'COX6C' 'RAD21' 'MYC' 'NDRG1'
 'FAM135B']"
MMS,chr8,HETD,['FGFR1' 'NSD3' 'UBR5' 'RECQL4' 'PLEC']
MMS,chr9,GAIN,"['CDKN2A' 'MLLT3' 'FANCG' 'PAX5' 'NTRK2' 'SYK' 'PTCH1' 'WNK2' 'FANCC'
 'XPA' 'NR4A3' 'TNC' 'ABL1' 'NUP214' 'RALGDS' 'BRD3' 'TSC1' 'RXRA']"
MMS,chr9,HETD,['PPP6C' 'SET' 'FNBP1' 'NUP214']
MMS,chrX,HETD,"['SSX4' 'SSX2' 'FOXO4' 'IRS4' 'DCAF12L2' 'ZRSR2' 'EIF1AX' 'FAM47C' 'DDX3X'
 'ARAF' 'SSX1' 'WAS' 'GATA1' 'TFE3' 'SMC1A' 'AMER1' 'MED12' 'NONO' 'ZMYM3'
 'BTK' 'ELF4' 'PHF6' 'ATP2B3' 'FLNA' 'MTCP1' 'TMSB4X' 'BCOR' 'USP9X'
 'KDM5C' 'MSN' 'AR' 'SEPT6' 'STAG2' 'GPC3' 'RPL10' 'KDM6A' 'RBM10' 'ATRX'
 'BCORL1']"
