sample,chr,event,gene_name
RDV,chr4,HETD,['FGFR3' 'NSD2' 'N4BP2' 'FAT1']
RDV,chr5,GAIN,"['CTNND2' 'GOLPH3' 'SUB1' 'IL7R' 'LIFR' 'RICTOR' 'IL6ST' 'MAP3K1' 'PIK3R1'
 'DROSHA' 'RASA1' 'PDGFRB' 'CD74' 'PWWP2A' 'APC' 'ACSL6' 'AFF4' 'RAD50'
 'CTNNA1' 'ARHGAP26' 'CSF1R' 'ITK' 'EBF1' 'NPM1' 'TLX3']"
RDV,chr5,HETD,['RAD17' 'FGFR4' 'NSD1']
RDV,chr6,GAIN,['TFEB' 'NFKBIE' 'HSP90AB1' 'CCNC' 'ROS1' 'GOPC' 'RSPO3' 'PTPRK']
RDV,chr6,HETD,"['HIST1H3B' 'HIST1H4I' 'HLA-A' 'DAXX' 'TRIM27' 'POU5F1' 'HMGA1' 'FANCE'
 'CDKN1A' 'SRSF3' 'PIM1' 'TFEB' 'CCND3' 'QKI']"
RDV,chr7,GAIN,"['HOXA11' 'HNRNPA2B1' 'HOXA13' 'HOXA9' 'FKBP9' 'ETV1' 'MACC1' 'JAZF1'
 'SFRP4' 'IKZF1' 'EGFR' 'GRM3' 'AKAP9' 'CDK6' 'MET' 'FAM131B']"
RDV,chr7,HETD,"['CARD11' 'PMS2' 'RAC1' 'TNRC18' 'ZNF479' 'SBDS' 'ELN' 'GTF2I' 'HIP1'
 'TRRAP']"
RDV,chr8,GAIN,"['ARHGEF10' 'LEPROTL1' 'WRN' 'NRG1' 'HEY1' 'FGFR1' 'IKBKB' 'CHCHD7'
 'PLAG1' 'NBN' 'CDH17' 'PABPC1' 'NSD3' 'ANK1' 'TCEA1' 'LYN' 'RUNX1T1'
 'COX6C' 'UBR5' 'EIF3E' 'HOOK3' 'NCOA2' 'PREX2' 'CNBD1' 'RSPO2' 'KAT6A'
 'MYC' 'RAD21' 'EXT1' 'NDRG1' 'FAM135B']"
RDV,chr8,HETD,['RECQL4' 'PLEC']
RDV,chr9,AMP,"['TAL2' 'KLF4' 'SET' 'RALGDS' 'BRD3' 'NOTCH1' 'TNC' 'CNTRL' 'PPP6C' 'ABL1'
 'NUP214' 'TSC1' 'RXRA' 'FNBP1']"
RDV,chr9,GAIN,['CD274' 'PDCD1LG2' 'JAK2' 'MLLT3' 'PAX5']
RDV,chr9,HETD,"['PTPRD' 'CDKN2A' 'FANCG' 'OMD' 'PTCH1' 'XPA' 'NR4A3' 'GNAQ' 'SYK' 'WNK2'
 'NTRK2' 'FANCC']"
RDV,chrX,HETD,"['SSX4' 'SSX2' 'FOXO4' 'IRS4' 'DCAF12L2' 'ZRSR2' 'EIF1AX' 'FAM47C' 'DDX3X'
 'ARAF' 'SSX1' 'WAS' 'GATA1' 'TFE3' 'SMC1A' 'AMER1' 'MED12' 'NONO' 'ZMYM3'
 'BTK' 'ELF4' 'PHF6' 'ATP2B3' 'FLNA' 'MTCP1' 'TMSB4X' 'BCOR' 'USP9X'
 'KDM5C' 'MSN' 'AR' 'SEPT6' 'STAG2' 'GPC3' 'RPL10' 'KDM6A' 'RBM10' 'ATRX'
 'BCORL1']"
