sample,chr,event,gene_name
50kb,chr1,GAIN,['TENT5C' 'NOTCH2' 'ATP1A1' 'S100A7' 'FCRL4' 'DDR2' 'CDC73' 'PTPRC']
50kb,chr1,HETD,"['SKI' 'TNFRSF14' 'RPL22' 'CAMTA1' 'CASP9' 'SPEN' 'ARHGEF10L' 'SDHB' 'ID3'
 'MDS2' 'ARID1A' 'LCK' 'SFPQ' 'THRAP3' 'CSF3R' 'MYCL' 'SETDB1' 'MLLT11'
 'BCL9' 'ARNT' 'PDE4DIP' 'TPM3' 'NTRK1' 'LMNA' 'PRCC' 'MUC1' 'FCGR2B'
 'SDHC']"
50kb,chr10,GAIN,['GATA3' 'PRF1']
50kb,chr10,HETD,"['KIF5B' 'ZEB1' 'TET1' 'KAT6B' 'TLX1' 'NFKB2' 'SUFU' 'NT5C2' 'SHTN1'
 'FGFR2' 'MGMT']"
50kb,chr11,GAIN,"['MYOD1' 'RRAS2' 'CCND1' 'FADD' 'NUMA1' 'EED' 'PICALM' 'FAT3' 'MAML2'
 'YAP1' 'BIRC3' 'SDHD' 'PAFAH1B2' 'ATM' 'DDX10' 'POU2AF1' 'ZBTB16' 'KCNJ5'
 'ARHGEF12' 'FLI1']"
50kb,chr11,HETD,"['HRAS' 'MUC6' 'CREB3L1' 'DDB2' 'FEN1' 'MEN1' 'SDHAF2' 'MALAT1' 'BCL9L'
 'FOXR1' 'CBL' 'DDX6' 'KMT2A']"
50kb,chr12,GAIN,['CCND2' 'LRIG3']
50kb,chr12,HETD,"['KDM5A' 'ERC1' 'PTPN6' 'PRPF40B' 'SMARCD1' 'ATF1' 'ACVR1B' 'KMT2D'
 'HOXC13' 'HOXC11' 'NAB2' 'GLI1' 'DDIT3' 'NACA' 'STAT6' 'CDK4' 'ERBB3'
 'ALDH2' 'SH2B3' 'SETD1B' 'ZCCHC8' 'HNF1A' 'BCL7A' 'CLIP1' 'NCOR2' 'POLE']"
50kb,chr12,HLAMP3,['CHD4' 'ZNF384']
50kb,chr13,HETD,"['SOX21' 'LATS2' 'CDX2' 'CYSLTR2' 'ERCC5' 'ZMYM2' 'FLT3' 'BRCA2' 'LHFPL6'
 'FOXO1' 'RB1' 'NBEA' 'LCP1' 'GPC5']"
50kb,chr14,AMP,['DICER1' 'TRIP11' 'GOLGA5' 'AKT1' 'HSP90AA1']
50kb,chr14,GAIN,['RAD51B' 'GPHN' 'TSHR' 'TCL1A']
50kb,chr14,HETD,['CCNB1IP1' 'MAX']
50kb,chr14,HLAMP2,['BCL11B']
50kb,chr15,GAIN,['MAP2K1' 'SMAD3' 'CHD2']
50kb,chr15,HETD,['KNSTRN' 'RAD51' 'KNL1' 'FES' 'IDH2' 'BLM' 'CRTC3']
50kb,chr16,GAIN,['GRIN2A' 'IL21R' 'CYLD' 'MAF']
50kb,chr16,HETD,"['NTHL1' 'AXIN1' 'TSC2' 'TRAF7' 'CREBBP' 'FUS' 'CBFB' 'CTCF' 'CDH1'
 'CBFA2T3' 'FANCA']"
50kb,chr17,GAIN,['RAD51D' 'TAF15' 'HLF' 'MSI2']
50kb,chr17,HETD,"['YWHAE' 'USP6' 'POLR2A' 'TP53' 'PER1' 'RABEP1' 'NF1' 'SUZ12' 'CCR7'
 'MLLT6' 'LASP1' 'CDK12' 'RARA' 'ERBB2' 'SMARCE1' 'IKZF3' 'ETV4' 'STAT3'
 'STAT5B' 'BRCA1' 'COL1A1' 'KAT7' 'SPOP' 'RNF43' 'PPM1D' 'CLTC' 'RAD51C'
 'H3F3B' 'SRSF2' 'CANT1' 'ASPSCR1' 'SEPT9' 'RNF213']"
50kb,chr18,HLAMP2,['SMAD4' 'KDSR' 'SS18' 'SETBP1' 'SMAD2' 'BCL2' 'DCC' 'MALT1' 'ZNF521']
50kb,chr19,AMP,"['CD209' 'LYL1' 'GNA11' 'MAP2K2' 'SH3GL1' 'MLLT1' 'KEAP1' 'CALR' 'PRKACA'
 'DNAJB1' 'BRD4' 'TPM4' 'PIK3R2' 'VAV1' 'MUC16' 'DNM2' 'SMARCA4' 'CRTC1'
 'ELL' 'JAK3']"
50kb,chr19,GAIN,['FSTL3' 'TCF3' 'STK11']
50kb,chr19,HETD,"['CEBPA' 'BCL3' 'ZNF429' 'CCNE1' 'CD79A' 'CIC' 'CBLC' 'CRTC1' 'CEP89'
 'LSM14A' 'AKT2' 'ERCC2' 'BCL2L12' 'BAX' 'ARHGAP35' 'TFPT' 'POLD1' 'KLK2'
 'PPP2R1A' 'ZNF331' 'CNOT3']"
50kb,chr2,GAIN,"['PCBP1' 'MYCN' 'WDCP' 'SIX2' 'EPAS1' 'BCL11A' 'REL' 'XPO1' 'DCTN1'
 'NCOA1' 'ASXL2' 'DNMT3A' 'STRN' 'SOS1' 'EML4' 'FBXO11' 'MSH2' 'MSH6'
 'ALK' 'BIRC6' 'CTNNA2' 'CXCR4' 'HOXD11' 'FEV' 'TMEM127' 'RANBP2' 'HOXD13'
 'CASP8' 'CD28' 'CREB1' 'IDH1' 'BARD1' 'ATIC' 'ACSL3' 'RGPD3' 'ERCC3'
 'ACVR1' 'NFE2L2' 'COL3A1' 'SF3B1' 'CUL3' 'AFF3' 'PAX8' 'LRP1B' 'ACVR2A'
 'ITGAV' 'PMS1' 'ERBB4' 'PAX3']"
50kb,chr2,HETD,['ACKR3']
50kb,chr20,GAIN,['SIRPA' 'CRNKL1' 'MAFB' 'TOP1' 'SDC4' 'PLCG1' 'PTPRT' 'GNAS']
50kb,chr20,HETD,['SS18L1' 'PTK6']
50kb,chr21,GAIN,['OLIG2' 'ERG' 'RUNX1']
50kb,chr22,HETD,"['SEPT5' 'DGCR8' 'LZTR1' 'CLTCL1' 'MAPK1' 'APOBEC3B' 'ISX' 'PDGFB' 'PATZ1'
 'MYH9' 'MRTFA' 'EP300']"
50kb,chr3,HETD,"['CCR4' 'BAP1' 'FOXL2' 'SOX2' 'EIF4A2' 'VHL' 'RAF1' 'MLH1' 'CTNNB1'
 'NCKIPSD' 'RHOA' 'TFG' 'GATA2' 'RPN1' 'CNBP' 'GMPS' 'ETV5' 'BCL6' 'MUC4'
 'TFRC' 'SRGAP3' 'FANCD2' 'PPARG' 'XPC' 'TGFBR2' 'MYD88' 'SETD2' 'PBRM1'
 'MITF' 'CBLB' 'GSK3B' 'POLQ' 'STAG1' 'PIK3CB' 'ATR' 'WWTR1' 'MLF1'
 'MECOM' 'PIK3CA' 'MAP3K13' 'IGF2BP2' 'MB21D2' 'FBLN2' 'CACNA1D' 'FHIT'
 'FOXP1' 'ROBO2' 'EPHA3' 'TBL1XR1' 'LPP' 'TP63']"
50kb,chr4,GAIN,"['FIP1L1' 'CHIC2' 'KIT' 'KDR' 'PDGFRA' 'TEC' 'PTPN13' 'AFF1' 'IL2'
 'RAP1GDS1' 'TET2' 'LEF1' 'FBXW7']"
50kb,chr4,HETD,['FGFR3' 'NSD2' 'N4BP2' 'FAT1']
50kb,chr5,GAIN,"['CTNND2' 'GOLPH3' 'SUB1' 'IL7R' 'LIFR' 'RICTOR' 'IL6ST' 'MAP3K1' 'PIK3R1'
 'DROSHA' 'RASA1' 'PDGFRB' 'CD74' 'PWWP2A' 'APC' 'ACSL6' 'AFF4' 'RAD50'
 'CTNNA1' 'ARHGAP26' 'CSF1R' 'ITK' 'EBF1' 'NPM1' 'TLX3']"
50kb,chr5,HETD,['RAD17' 'FGFR4' 'NSD1']
50kb,chr6,GAIN,['TFEB' 'NFKBIE' 'HSP90AB1' 'CCNC' 'ROS1' 'GOPC' 'RSPO3' 'PTPRK']
50kb,chr6,HETD,"['HIST1H3B' 'HIST1H4I' 'HLA-A' 'DAXX' 'TRIM27' 'POU5F1' 'HMGA1' 'FANCE'
 'CDKN1A' 'SRSF3' 'PIM1' 'TFEB' 'CCND3' 'QKI']"
50kb,chr7,GAIN,"['HOXA11' 'HNRNPA2B1' 'HOXA13' 'HOXA9' 'FKBP9' 'ETV1' 'MACC1' 'JAZF1'
 'SFRP4' 'IKZF1' 'EGFR' 'GRM3' 'AKAP9' 'CDK6' 'MET' 'FAM131B']"
50kb,chr7,HETD,"['CARD11' 'PMS2' 'RAC1' 'TNRC18' 'ZNF479' 'SBDS' 'ELN' 'GTF2I' 'HIP1'
 'TRRAP']"
50kb,chr8,GAIN,"['ARHGEF10' 'LEPROTL1' 'WRN' 'NRG1' 'HEY1' 'FGFR1' 'IKBKB' 'CHCHD7'
 'PLAG1' 'NBN' 'CDH17' 'PABPC1' 'NSD3' 'ANK1' 'TCEA1' 'LYN' 'RUNX1T1'
 'COX6C' 'UBR5' 'EIF3E' 'HOOK3' 'NCOA2' 'PREX2' 'CNBD1' 'RSPO2' 'KAT6A'
 'MYC' 'RAD21' 'EXT1' 'NDRG1' 'FAM135B']"
50kb,chr8,HETD,['RECQL4' 'PLEC']
50kb,chr9,AMP,"['TAL2' 'KLF4' 'SET' 'RALGDS' 'BRD3' 'NOTCH1' 'TNC' 'CNTRL' 'PPP6C' 'ABL1'
 'NUP214' 'TSC1' 'RXRA' 'FNBP1']"
50kb,chr9,GAIN,['CD274' 'PDCD1LG2' 'JAK2' 'MLLT3' 'PAX5']
50kb,chr9,HETD,"['PTPRD' 'CDKN2A' 'FANCG' 'OMD' 'PTCH1' 'XPA' 'NR4A3' 'GNAQ' 'SYK' 'WNK2'
 'NTRK2' 'FANCC']"
50kb,chrX,HETD,"['SSX4' 'SSX2' 'FOXO4' 'IRS4' 'DCAF12L2' 'ZRSR2' 'EIF1AX' 'FAM47C' 'DDX3X'
 'ARAF' 'SSX1' 'WAS' 'GATA1' 'TFE3' 'SMC1A' 'AMER1' 'MED12' 'NONO' 'ZMYM3'
 'BTK' 'ELF4' 'PHF6' 'ATP2B3' 'FLNA' 'MTCP1' 'TMSB4X' 'BCOR' 'USP9X'
 'KDM5C' 'MSN' 'AR' 'SEPT6' 'STAG2' 'GPC3' 'RPL10' 'KDM6A' 'RBM10' 'ATRX'
 'BCORL1']"
1000kb,chr10,HETD,['KIF5B' 'ZEB1']
1000kb,chr13,HETD,"['SOX21' 'LATS2' 'CDX2' 'CYSLTR2' 'ERCC5' 'ZMYM2' 'FLT3' 'BRCA2' 'LHFPL6'
 'FOXO1' 'RB1' 'NBEA' 'LCP1' 'GPC5']"
1000kb,chr14,AMP,['TCL1A' 'DICER1' 'AKT1' 'TRIP11' 'GOLGA5' 'BCL11B' 'HSP90AA1']
1000kb,chr18,HLAMP2,['SMAD4' 'KDSR' 'SS18' 'SETBP1' 'SMAD2' 'BCL2' 'DCC' 'MALT1' 'ZNF521']
1000kb,chr19,AMP,"['CD209' 'LYL1' 'TCF3' 'GNA11' 'MAP2K2' 'SH3GL1' 'MLLT1' 'KEAP1' 'CALR'
 'PRKACA' 'DNAJB1' 'BRD4' 'TPM4' 'STK11' 'VAV1' 'MUC16' 'DNM2' 'SMARCA4'
 'JAK3']"
1000kb,chr19,HETD,"['CEBPA' 'BCL3' 'BCL2L12' 'TFPT' 'PIK3R2' 'ZNF429' 'CCNE1' 'CD79A' 'CIC'
 'CBLC' 'BAX' 'POLD1' 'KLK2' 'PPP2R1A' 'ZNF331' 'CNOT3' 'CRTC1' 'ELL'
 'CEP89' 'LSM14A' 'AKT2' 'ERCC2' 'ARHGAP35']"
1000kb,chr2,GAIN,"['PCBP1' 'CXCR4' 'HOXD11' 'FEV' 'MYCN' 'WDCP' 'SIX2' 'EPAS1' 'BCL11A'
 'REL' 'XPO1' 'DCTN1' 'TMEM127' 'RANBP2' 'HOXD13' 'CASP8' 'CD28' 'CREB1'
 'IDH1' 'BARD1' 'ATIC' 'ACSL3' 'NCOA1' 'ASXL2' 'DNMT3A' 'STRN' 'SOS1'
 'EML4' 'FBXO11' 'MSH2' 'MSH6' 'RGPD3' 'ERCC3' 'ACVR1' 'NFE2L2' 'COL3A1'
 'SF3B1' 'CUL3' 'ALK' 'BIRC6' 'CTNNA2' 'AFF3' 'PAX8' 'LRP1B' 'ACVR2A'
 'ITGAV' 'PMS1' 'ERBB4' 'PAX3']"
1000kb,chr2,HETD,['ACKR3']
1000kb,chr3,HETD,"['CCR4' 'BAP1' 'FOXL2' 'SOX2' 'EIF4A2' 'VHL' 'RAF1' 'MLH1' 'CTNNB1'
 'NCKIPSD' 'RHOA' 'TFG' 'GATA2' 'RPN1' 'CNBP' 'GMPS' 'ETV5' 'BCL6' 'MUC4'
 'TFRC' 'SRGAP3' 'FANCD2' 'PPARG' 'XPC' 'TGFBR2' 'MYD88' 'SETD2' 'PBRM1'
 'MITF' 'CBLB' 'GSK3B' 'POLQ' 'STAG1' 'PIK3CB' 'ATR' 'WWTR1' 'MLF1'
 'MECOM' 'PIK3CA' 'MAP3K13' 'IGF2BP2' 'MB21D2' 'FBLN2' 'CACNA1D' 'FHIT'
 'FOXP1' 'ROBO2' 'EPHA3' 'TBL1XR1' 'LPP' 'TP63']"
1000kb,chr9,AMP,"['TAL2' 'KLF4' 'SET' 'RALGDS' 'BRD3' 'NOTCH1' 'TNC' 'CNTRL' 'PPP6C' 'ABL1'
 'NUP214' 'TSC1' 'RXRA' 'FNBP1']"
1000kb,chr9,HETD,['OMD' 'PTCH1' 'XPA' 'NR4A3' 'GNAQ' 'SYK' 'WNK2' 'NTRK2' 'FANCC']
1000kb,chrX,HETD,"['SSX4' 'SSX2' 'FOXO4' 'IRS4' 'DCAF12L2' 'ZRSR2' 'EIF1AX' 'FAM47C' 'DDX3X'
 'ARAF' 'SSX1' 'WAS' 'GATA1' 'TFE3' 'SMC1A' 'AMER1' 'MED12' 'NONO' 'ZMYM3'
 'BTK' 'ELF4' 'PHF6' 'ATP2B3' 'TMSB4X' 'BCOR' 'USP9X' 'KDM5C' 'MSN' 'AR'
 'SEPT6' 'STAG2' 'GPC3' 'KDM6A' 'RBM10' 'ATRX' 'BCORL1']"
10kb,chr1,AMP,['MTOR' 'PRDM2' 'CAMTA1']
10kb,chr1,GAIN,"['PAX7' 'CSF3R' 'RBM15' 'TRIM33' 'TENT5C' 'NOTCH2' 'ATP1A1' 'S100A7'
 'FCRL4' 'DDR2' 'TPR' 'CDC73' 'BTG2' 'MDM4']"
10kb,chr1,HETD,['RPL22' 'CAMTA1' 'LCK' 'THRAP3' 'TPM3' 'LMNA' 'MUC1']
10kb,chr10,GAIN,['GATA3' 'RET' 'PRF1' 'NUTM2B' 'CYP2C8']
10kb,chr10,HETD,['KIF5B' 'ZEB1' 'NFKB2' 'SUFU']
10kb,chr11,GAIN,"['LMO1' 'RRAS2' 'MYOD1' 'EXT2' 'CCND1' 'EED' 'PICALM' 'FAT3' 'MAML2'
 'YAP1' 'BIRC3' 'ATM' 'DDX10' 'POU2AF1' 'ZBTB16' 'ARHGEF12' 'KCNJ5' 'FLI1']"
10kb,chr11,HETD,['HRAS' 'MALAT1']
10kb,chr12,GAIN,['CCND2' 'COL2A1' 'LRIG3' 'HMGA2']
10kb,chr12,HETD,['PTPN6' 'ERBB3' 'NACA' 'SETD1B' 'ZCCHC8' 'CLIP1']
10kb,chr12,HLAMP3,['CHD4' 'ZNF384']
10kb,chr13,HETD,"['SOX21' 'LATS2' 'CDX2' 'CYSLTR2' 'ERCC5' 'ZMYM2' 'FLT3' 'BRCA2' 'LHFPL6'
 'FOXO1' 'RB1' 'NBEA' 'LCP1' 'GPC5']"
10kb,chr14,AMP,['DICER1' 'TRIP11' 'GOLGA5' 'AKT1' 'HSP90AA1']
10kb,chr14,GAIN,['ARHGAP5' 'RAD51B' 'TSHR' 'TCL1A']
10kb,chr14,HLAMP2,['BCL11B']
10kb,chr15,GAIN,['PML' 'NTRK3']
10kb,chr15,HETD,['FES']
10kb,chr16,GAIN,['GRIN2A' 'CIITA' 'SNX29' 'PRKCB' 'CYLD' 'MAF']
10kb,chr16,HETD,['TNFRSF17' 'SNX29' 'IL21R' 'FUS' 'FANCA']
10kb,chr17,GAIN,['MSI2' 'AXIN2' 'PRKAR1A']
10kb,chr17,HETD,['YWHAE' 'USP6' 'RABEP1' 'POLR2A' 'TP53' 'PER1' 'CDK12' 'CLTC' 'ASPSCR1']
10kb,chr18,HLAMP2,['SMAD4' 'KDSR' 'SS18' 'SETBP1' 'SMAD2' 'BCL2' 'DCC' 'MALT1' 'ZNF521']
10kb,chr19,AMP,"['FSTL3' 'CD209' 'LYL1' 'TCF3' 'GNA11' 'MAP2K2' 'SH3GL1' 'MLLT1' 'KEAP1'
 'CALR' 'STK11' 'VAV1' 'MUC16' 'DNM2' 'SMARCA4' 'PRKACA' 'DNAJB1' 'BRD4'
 'TPM4' 'PIK3R2' 'ELL' 'JAK3']"
10kb,chr19,HETD,['CIC' 'ERCC2' 'ARHGAP35' 'BAX' 'BCL2L12' 'TFPT' 'ZNF331' 'CNOT3']
10kb,chr2,GAIN,"['MYCN' 'WDCP' 'NCOA1' 'ASXL2' 'DNMT3A' 'ALK' 'BIRC6' 'STRN' 'SOS1' 'EML4'
 'SIX2' 'EPAS1' 'FBXO11' 'MSH2' 'MSH6' 'BCL11A' 'REL' 'XPO1' 'DCTN1'
 'CTNNA2' 'TMEM127' 'CXCR4' 'RANBP2' 'RGPD3' 'ERCC3' 'AFF3' 'PAX8' 'LRP1B'
 'ACVR1' 'ACVR2A' 'HOXD11' 'HOXD13' 'NFE2L2' 'COL3A1' 'ITGAV' 'PMS1'
 'SF3B1' 'CASP8' 'CD28' 'CREB1' 'IDH1' 'ERBB4' 'BARD1' 'ATIC' 'FEV'
 'ACSL3' 'CUL3' 'PAX3']"
10kb,chr2,HETD,['ACKR3']
10kb,chr20,GAIN,['SIRPA' 'SRC' 'MAFB' 'TOP1' 'PLCG1' 'PTPRT' 'NFATC2' 'GNAS']
10kb,chr21,GAIN,['OLIG2' 'RUNX1' 'ERG' 'TMPRSS2']
10kb,chr22,GAIN,['MN1']
10kb,chr3,HETD,"['CCR4' 'BAP1' 'VHL' 'RAF1' 'MLH1' 'CTNNB1' 'NCKIPSD' 'RHOA' 'TFG'
 'SRGAP3' 'FANCD2' 'PPARG' 'XPC' 'TGFBR2' 'MYD88' 'SETD2' 'PBRM1' 'MITF'
 'CBLB' 'FBLN2' 'CACNA1D' 'FHIT' 'FOXP1' 'ROBO2' 'EPHA3' 'GATA2' 'RPN1'
 'CNBP' 'GSK3B' 'POLQ' 'STAG1' 'FOXL2' 'SOX2' 'EIF4A2' 'GMPS' 'ETV5'
 'BCL6' 'MUC4' 'TFRC' 'PIK3CB' 'ATR' 'WWTR1' 'MLF1' 'MECOM' 'PIK3CA'
 'MAP3K13' 'IGF2BP2' 'MB21D2' 'TBL1XR1' 'LPP' 'TP63']"
10kb,chr4,GAIN,"['SLC34A2' 'FIP1L1' 'CHIC2' 'KIT' 'KDR' 'PDGFRA' 'TEC' 'PTPN13' 'RAP1GDS1'
 'TET2' 'LEF1' 'IL2' 'FBXW7']"
10kb,chr5,GAIN,"['SDHA' 'TERT' 'CTNND2' 'GOLPH3' 'SUB1' 'IL7R' 'DROSHA' 'LIFR' 'RICTOR'
 'IL6ST' 'MAP3K1' 'PIK3R1' 'RASA1' 'ACSL6' 'CTNNA1' 'PDGFRB' 'CD74'
 'ARHGAP26' 'CSF1R' 'PWWP2A' 'ITK' 'EBF1' 'NPM1' 'TLX3']"
10kb,chr6,GAIN,['BMP5' 'ROS1' 'GOPC' 'RSPO3' 'PTPRK' 'TNFAIP3']
10kb,chr6,HETD,['HIST1H3B' 'TRIM27' 'DAXX']
10kb,chr7,GAIN,"['MACC1' 'HNRNPA2B1' 'JAZF1' 'SFRP4' 'IKZF1' 'EGFR' 'GRM3' 'MET' 'SND1'
 'FAM131B' 'CNTNAP2']"
10kb,chr7,HETD,['ELN' 'GTF2I' 'HIP1']
10kb,chr8,GAIN,"['ARHGEF10' 'PCM1' 'LEPROTL1' 'WRN' 'NRG1' 'FGFR1' 'IKBKB' 'ANK1' 'HOOK3'
 'KAT6A' 'TCEA1' 'CHCHD7' 'PLAG1' 'HEY1' 'NCOA2' 'PREX2' 'NBN' 'CDH17'
 'RUNX1T1' 'CNBD1' 'PABPC1' 'COX6C' 'UBR5' 'EIF3E' 'RSPO2' 'RAD21' 'EXT1'
 'MYC' 'NDRG1' 'FAM135B']"
10kb,chr9,AMP,"['TAL2' 'KLF4' 'TNC' 'SET' 'CNTRL' 'PPP6C' 'RALGDS' 'BRD3' 'NOTCH1' 'ABL1'
 'NUP214' 'TSC1' 'RXRA']"
10kb,chr9,GAIN,['CD274' 'PDCD1LG2' 'JAK2' 'NFIB' 'MLLT3' 'FANCG' 'PAX5' 'FNBP1']
10kb,chr9,HETD,['CDKN2A' 'OMD' 'PTCH1' 'XPA' 'NR4A3' 'GNAQ' 'SYK' 'WNK2' 'NTRK2' 'FANCC']
10kb,chrX,HETD,"['SSX4' 'SSX2' 'FOXO4' 'ZRSR2' 'EIF1AX' 'FAM47C' 'DDX3X' 'ARAF' 'SSX1'
 'WAS' 'GATA1' 'TFE3' 'SMC1A' 'AMER1' 'MED12' 'NONO' 'ZMYM3' 'BTK'
 'TMSB4X' 'BCOR' 'USP9X' 'KDM5C' 'MSN' 'AR' 'KDM6A' 'RBM10' 'ATRX' 'IRS4'
 'SEPT6' 'STAG2' 'DCAF12L2' 'ELF4' 'BCORL1' 'PHF6' 'GPC3' 'ATP2B3' 'FLNA'
 'MTCP1' 'RPL10']"
